idx,split,ground_truth,model_response,verdict,flagged,reason,corrected_text
4517,train,their cheapness making them attractive to the,INCORRECT: the→their | CORRECTED: their cheapness making them attractive to their,INCORRECT,True,the→their,their cheapness making them attractive to their
4521,train,plants grow quite well in plastic pots and,INCORRECT: grow→grows | CORRECTED: plants grows quite well in plastic pots and,INCORRECT,True,grow→grows,plants grows quite well in plastic pots and
4538,train,ask questions and uses the books to,INCORRECT: books→Goals | CORRECTED: ask questions and uses the Goals to,INCORRECT,True,books→Goals,ask questions and uses the Goals to
4541,train,"abolish it from the dictionary , most","INCORRECT: most→lost | CORRECTED: abolish it from the dictionary , lost",INCORRECT,True,most→lost,"abolish it from the dictionary , lost"
4545,train,will be at your feet . Although the word,INCORRECT: word→world | CORRECTED: will be at your feet . Although the world,INCORRECT,True,word→world,will be at your feet . Although the world
4550,train,essence of a man which is supposed to persist apart from,INCORRECT: of a man→of man | CORRECTED: essence of man which is supposed to persist apart from,INCORRECT,True,of a man→of man,essence of man which is supposed to persist apart from
4555,train,close connection . There is a lot to be said for keeping the,"INCORRECT: missing final word ""world"" | CORRECTED: close connection. There is a lot to be said for keeping the world",INCORRECT,True,"missing final word ""world""",close connection. There is a lot to be said for keeping the world
4557,train,surgical and pharmacological evidence points to a very,"INCORRECT: missing ""out"" after ""points"" | CORRECTED: surgical and pharmacological evidence points out to a very",INCORRECT,True,"missing ""out"" after ""points""",surgical and pharmacological evidence points out to a very
4566,train,Can we now put forward any reasonably clear,INCORRECT: reasonably→reasonable | CORRECTED: Can we now put forward any reasonable clear,INCORRECT,True,reasonably→reasonable,Can we now put forward any reasonable clear
4568,train,for basic units of mind has gone on and will,"INCORRECT: mind→minds, will→wills | CORRECTED: for basic units of minds has gone on and wills",INCORRECT,True,"mind→minds, will→wills",for basic units of minds has gone on and wills
4585,train,close analogy between the units of quite different,INCORRECT: quite→guide | CORRECTED: close analogy between the units of guide different,INCORRECT,True,quite→guide,close analogy between the units of guide different
4589,train,but even so it may be better than a meaningless abstraction .,"INCORRECT: extra ""a"" inserted between ""than"" and ""meaningless"" | CORRECTED: but even so it may be better than meaningless abstraction .",INCORRECT,True,"extra ""a"" inserted between ""than"" and ""meaningless""",but even so it may be better than meaningless abstraction .
4600,train,usually boils down to a quite,INCORRECT: boils→foils | CORRECTED: usually foils down to a quite,INCORRECT,True,boils→foils,usually foils down to a quite
4606,train,"round "" . He is far more likely to find out about how","INCORRECT: extra word ""about"" inserted between ""out"" and ""how"" | CORRECTED: ""round"". He is far more likely to find out how",INCORRECT,True,"extra word ""about"" inserted between ""out"" and ""how""","""round"". He is far more likely to find out how"
4630,train,five just fifty years of age .,INCORRECT: just→first | CORRECTED: five first fifty years of age.,INCORRECT,True,just→first,five first fifty years of age.
4649,train,of one-and-a-half hours ( each held half in,INCORRECT: hours→horns | CORRECTED: of one-and-a-half horns ( each held half in,INCORRECT,True,hours→horns,of one-and-a-half horns ( each held half in
4670,train,"advisers , but are prepared to seek out the","INCORRECT: advisers→advertisers | CORRECTED: advertisers, but are prepared to seek out the",INCORRECT,True,advisers→advertisers,"advertisers, but are prepared to seek out the"
4681,train,committee representative of bodies particularly concerned with,INCORRECT: bodies→ladies | CORRECTED: committee representative of ladies particularly concerned with,INCORRECT,True,bodies→ladies,committee representative of ladies particularly concerned with
4682,train,"The Lord Provost , having studied the report on ' The Morale and","INCORRECT: Morale→Hondale | CORRECTED: The Lord Provost, having studied the report on 'The Hondale and",INCORRECT,True,Morale→Hondale,"The Lord Provost, having studied the report on 'The Hondale and"
4687,train,Occupational Activities on Retirement .,INCORRECT: on→in | CORRECTED: Occupational Activities in Retirement .,INCORRECT,True,on→in,Occupational Activities in Retirement .
4705,train,"Preparation for Retirement , and on Occupational","INCORRECT: and→an | CORRECTED: Preparation for Retirement, an on Occupational",INCORRECT,True,and→an,"Preparation for Retirement, an on Occupational"
4711,train,men was organised . Eleven students from seven firms atten-,INCORRECT: seven→seventeen | CORRECTED: men was organised . Eleven students from seventeen firms atten-,INCORRECT,True,seven→seventeen,men was organised . Eleven students from seventeen firms atten-
4727,train,1 . Are there differences in adjustment to ageing,"INCORRECT: 1→N, ageing→agency | CORRECTED: N. Are there differences in adjustment to agency",INCORRECT,True,"1→N, ageing→agency",N. Are there differences in adjustment to agency
4731,train,with you if you like - and you simply can't,INCORRECT: simply→smugly | CORRECTED: with you if you like - and you smugly can't,INCORRECT,True,simply→smugly,with you if you like - and you smugly can't
4738,train,"So - see the next page ! Yes , they are waiting for you .","INCORRECT: So→Do | CORRECTED: Do - see the next page! Yes, they are waiting for you.",INCORRECT,True,So→Do,"Do - see the next page! Yes, they are waiting for you."
4740,train,you offer them . A good start will put them in a,INCORRECT: them→then | CORRECTED: you offer then . A good start will put them in a,INCORRECT,True,them→then,you offer then . A good start will put them in a
4741,train,will eat out of your hand - if they like what,"INCORRECT: they→May, like→title, what→which | CORRECTED: will eat out of your hand - if May title which",INCORRECT,True,"they→May, like→title, what→which",will eat out of your hand - if May title which
4743,train,"rate , have proved that wrong . And they say , too ,","INCORRECT: proved→proceed | CORRECTED: rate , have proceed that wrong . And they say , too ,",INCORRECT,True,proved→proceed,"rate , have proceed that wrong . And they say , too ,"
4745,train,are a novice ? It 's their interest you want - not their,INCORRECT: want→meant | CORRECTED: are a novice ? It 's their interest you meant - not their,INCORRECT,True,want→meant,are a novice ? It 's their interest you meant - not their
4753,train,didn't get in ! Instead he might have ended,INCORRECT: in→it | CORRECTED: didn't get it! Instead he might have ended,INCORRECT,True,in→it,didn't get it! Instead he might have ended
4757,train,right ! Congratulations ! And away you go into,INCORRECT: right→tight | CORRECTED: tight ! Congratulations ! And away you go into,INCORRECT,True,right→tight,tight ! Congratulations ! And away you go into
4786,train,"she had tea with her other sister , and then","INCORRECT: tea→tes | CORRECTED: she had tes with her other sister , and then",INCORRECT,True,tea→tes,"she had tes with her other sister , and then"
4790,train,went to catch the 7.42 . Her sister saw her,"INCORRECT: 7.42→7.32, sister→sisters | CORRECTED: went to catch the 7.32. Her sisters saw her",INCORRECT,True,"7.42→7.32, sister→sisters",went to catch the 7.32. Her sisters saw her
4802,train,Putney and Wandsworth they found a bloodstained,INCORRECT: a→or | CORRECTED: Putney and Wandsworth they found or bloodstained,INCORRECT,True,a→or,Putney and Wandsworth they found or bloodstained
4809,train,overlook the possibility that this might have,INCORRECT: possibility→posibility | CORRECTED: overlook the posibility that this might have,INCORRECT,True,possibility→posibility,overlook the posibility that this might have
4826,train,a walk over the fields while we attended,INCORRECT: attended→attending | CORRECTED: a walk over the fields while we attending,INCORRECT,True,attended→attending,a walk over the fields while we attending
4839,train,appreciated the Church Hall for worship as well,INCORRECT: the→No | CORRECTED: appreciated No Church Hall for worship as well,INCORRECT,True,the→No,appreciated No Church Hall for worship as well
4841,train,"a table with cross and candles , and the people","INCORRECT: a→the | CORRECTED: the table with cross and candles , and the people",INCORRECT,True,a→the,"the table with cross and candles , and the people"
4844,train,"religious instruction through the Diocese , and I","INCORRECT: religious→religion, instruction→induction | CORRECTED: religion induction through the Diocese , and I",INCORRECT,True,"religious→religion, instruction→induction","religion induction through the Diocese , and I"
4867,train,and lead the others . As for basses and altos the conductor had to,INCORRECT: had→lead | CORRECTED: and lead the others . As for basses and altos the conductor lead to,INCORRECT,True,had→lead,and lead the others . As for basses and altos the conductor lead to
4871,train,any idea of reading music . This was the village doctor who was an,INCORRECT: reading→reaching | CORRECTED: any idea of reaching music . This was the village doctor who was an,INCORRECT,True,reading→reaching,any idea of reaching music . This was the village doctor who was an
4878,train,and the tenor solo ' Onaway awake ' was sung by the Rector .,INCORRECT: was→were | CORRECTED: and the tenor solo ' Onaway awake ' were sung by the Rector .,INCORRECT,True,was→were,and the tenor solo ' Onaway awake ' were sung by the Rector .
4884,train,"to the church , and I was most fortunate in having for eight","INCORRECT: for eight→foreigne | CORRECTED: to the church, and I was most fortunate in having foreigne",INCORRECT,True,for eight→foreigne,"to the church, and I was most fortunate in having foreigne"
4888,train,Purley she offered to come and look after me . She was,"INCORRECT: Purley→Purpley, removed extra ""and"" between come and look | CORRECTED: Purpley she offered to come look after me. She was",INCORRECT,True,"Purley→Purpley, removed extra ""and"" between come and look",Purpley she offered to come look after me. She was
4890,train,"a real treasure , of yeoman stock and clever in all domestic","INCORRECT: clever→cleverer, domestic→domestics | CORRECTED: a real treasure , of yeoman stock and cleverer in all domestics",INCORRECT,True,"clever→cleverer, domestic→domestics","a real treasure , of yeoman stock and cleverer in all domestics"
4891,train,"things , a widow who knew how to look after the ' boy , '","INCORRECT: boy→boys | CORRECTED: things , a widow who knew how to look after the ' boys ,",INCORRECT,True,boy→boys,"things , a widow who knew how to look after the ' boys ,"
4892,train,picture given them and the lesson was,INCORRECT: was→width | CORRECTED: picture given them and the lesson width,INCORRECT,True,was→width,picture given them and the lesson width
4901,train,"afternoon service at the church , each child","INCORRECT: each→and | CORRECTED: afternoon service at the church, and child",INCORRECT,True,each→and,"afternoon service at the church, and child"
4904,train,naughty child with the penalty of not being,INCORRECT: being→naughty | CORRECTED: naughty child with the penalty of not naughty,INCORRECT,True,being→naughty,naughty child with the penalty of not naughty
